"Rol","Tipo de lesión","Edad","Sexo","Vehiculo en  el que viajaba","Año","Provincia","Cantón","Distrito","Día","Mes","Edad quinquenal"
"Pasajero moto","Muerte","26","Hombre","Motocicleta",2019,"Limón","Matina","Matina","1.Domingo","I. Setiembre","De 25 a 29"
"Pasajero moto","Muerte","27","Hombre","Motocicleta",2019,"Limón","Matina","Matina","1.Domingo","I. Setiembre","De 25 a 29"
"Peatón","Muerte","39","Mujer","No aplica",2019,"Limón","Limón","Río Blanco","3.Martes","I. Setiembre","De 35 a 39"
"Motociclista","Muerte","33","Hombre","Motocicleta",2019,"Heredia","Sarapiquí","Las Horquetas","7.Sábado","D. Abril","De 30 a 34"
"Peatón","Muerte","75","Hombre","No aplica",2019,"Heredia","Sarapiquí","La Virgen","3.Martes","D. Abril","75 y más"
"Conductor","Muerte","60","Hombre","Desconocido",2019,"Cartago","Cartago","San Nicolás","2.Lunes","A. Enero","De 60 a 64"
"Conductor","Muerte","36","Hombre","Otros",2019,"Cartago","Oreamuno","San Rafael","6.Viernes","K. Noviembre","De 35 a 39"
"Conductor","Muerte","31","Hombre","Automóvil",2019,"Alajuela","Alajuela","Guácima","6.Viernes","G. Julio","De 30 a 34"
"Conductor","Muerte","30","Hombre","Rural",2019,"Limón","Guácimo","Guácimo","2.Lunes","I. Setiembre","De 30 a 34"
"Peatón","Muerte","40","Hombre","No aplica",2019,"Guanacaste","Nandayure","San Pablo","1.Domingo","D. Abril","De 40 a 44"
"Motociclista","Muerte","21","Hombre","Motocicleta",2019,"Guanacaste","Nicoya","Sámara","1.Domingo","L. Diciembre","De 20 a 24"
"Conductor","Muerte","67","Hombre","Pick up",2019,"Guanacaste","Abangares","Las Juntas","4.Miércoles","C. Marzo","De 65 a 69"
"Pasajero carro","Muerte","68","Hombre","Pick up",2019,"Guanacaste","Abangares","Las Juntas","4.Miércoles","C. Marzo","De 65 a 69"
"Conductor","Muerte","26","Mujer","Automóvil",2019,"Guanacaste","Abangares","Sierra","3.Martes","C. Marzo","De 25 a 29"
"Motociclista","Muerte","66","Hombre","Motocicleta",2019,"Guanacaste","Abangares","San Juan","1.Domingo","K. Noviembre","De 65 a 69"
"Conductor","Muerte","20","Hombre","Automóvil",2019,"Limón","Guácimo","Guácimo","7.Sábado","C. Marzo","De 20 a 24"
"Conductor","Muerte","40","Hombre","Automóvil",2019,"Puntarenas","Garabito","Tárcoles","7.Sábado","L. Diciembre","De 40 a 44"
"Motociclista","Muerte","37","Hombre","Motocicleta",2019,"Alajuela","Alajuela","Carrizal","3.Martes","F. Junio","De 35 a 39"
"Peatón","Muerte","59","Hombre","No aplica",2019,"Alajuela","Alajuela","Alajuela","7.Sábado","L. Diciembre","De 55 a 59"
"Conductor","Muerte","18","Hombre","Pick up",2019,"Limón","Matina","Carrandi","4.Miércoles","A. Enero","De 15 a 19"
"Peatón","Muerte","69","Hombre","No aplica",2019,"Alajuela","Alajuela","Sarapiquí","5.Jueves","C. Marzo","De 65 a 69"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2019,"Alajuela","Alajuela","Garita","2.Lunes","F. Junio","Desconocida"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2019,"Alajuela","Alajuela","Garita","1.Domingo","L. Diciembre","Desconocida"
"Pasajero moto","Muerte","22","Hombre","Motocicleta",2019,"Alajuela","Alajuela","Garita","1.Domingo","L. Diciembre","De 20 a 24"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2019,"Guanacaste","Carrillo","Sardinal","1.Domingo","C. Marzo","Desconocida"
"Pasajero carro","Muerte","33","Hombre","Automóvil",2019,"Guanacaste","Liberia","Cañas Dulces","5.Jueves","D. Abril","De 30 a 34"
"Motociclista","Muerte","61","Hombre","Motocicleta",2019,"Alajuela","Alajuela","San Antonio","2.Lunes","D. Abril","De 60 a 64"
"Motociclista","Muerte","35","Hombre","Motocicleta",2019,"Heredia","San Pablo","Rincón de Sabanilla","1.Domingo","D. Abril","De 35 a 39"
"Peatón","Muerte","41","Hombre","No aplica",2019,"Guanacaste","Cañas","Cañas","7.Sábado","C. Marzo","De 40 a 44"
"Pasajero carro","Muerte","67","Mujer","Automóvil",2019,"Puntarenas","Montes de Oro","San Isidro","2.Lunes","B. Febrero","De 65 a 69"
"Conductor","Muerte","71","Hombre","Pick up",2019,"Alajuela","Río Cuarto","Río Cuarto","3.Martes","C. Marzo","De 70 a 74"
"Motociclista","Muerte","29","Hombre","Motocicleta",2019,"Heredia","Sarapiquí","Puerto Viejo","7.Sábado","C. Marzo","De 25 a 29"
"Conductor","Muerte","34","Hombre","Automóvil",2019,"Guanacaste","Liberia","Liberia","7.Sábado","C. Marzo","De 30 a 34"
"Conductor","Muerte","56","Hombre","Rural",2019,"Alajuela","San Ramón","Santiago","1.Domingo","I. Setiembre","De 55 a 59"
"Conductor","Muerte","44","Hombre","Automóvil",2019,"Alajuela","Alajuela","San Antonio","4.Miércoles","E. Mayo","De 40 a 44"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2019,"Alajuela","Alajuela","San Antonio","6.Viernes","G. Julio","Desconocida"
"Motociclista","Muerte","26","Hombre","Motocicleta",2019,"Puntarenas","Puntarenas","Cóbano","1.Domingo","C. Marzo","De 25 a 29"
"Peatón","Muerte","69","Hombre","No aplica",2019,"Limón","Siquirres","Siquirres","1.Domingo","F. Junio","De 65 a 69"
"Motociclista","Muerte","32","Hombre","Motocicleta",2019,"San José","San José","Merced","7.Sábado","J. Octubre","De 30 a 34"
"Peatón","Muerte","84","Hombre","No aplica",2019,"San José","San José","Catedral","1.Domingo","J. Octubre","75 y más"
"Peatón","Muerte","28","Mujer","No aplica",2019,"Alajuela","Naranjo","El Rosario","5.Jueves","G. Julio","De 25 a 29"
"Peatón","Muerte","Desconocido","Mujer","No aplica",2019,"Puntarenas","Puntarenas","El Roble","3.Martes","D. Abril","Desconocida"
"Peatón","Muerte","19","Mujer","No aplica",2019,"Puntarenas","Puntarenas","El Roble","1.Domingo","H. Agosto","De 15 a 19"
"Motociclista","Muerte","22","Hombre","Motocicleta",2019,"Limón","Matina","Matina","3.Martes","A. Enero","De 20 a 24"
"Peatón","Muerte","54","Hombre","No aplica",2019,"San José","Goicoechea","Ipís","6.Viernes","C. Marzo","De 50 a 54"
"Peatón","Muerte","32","Hombre","No aplica",2019,"San José","San José","Mata Redonda","7.Sábado","F. Junio","De 30 a 34"
"Conductor","Muerte","21","Hombre","Automóvil",2019,"Limón","Pococí","Jiménez","2.Lunes","F. Junio","De 20 a 24"
"Motociclista","Muerte","43","Hombre","Motocicleta",2019,"Cartago","Oreamuno","San Rafael","6.Viernes","K. Noviembre","De 40 a 44"
"Conductor","Muerte","26","Hombre","Automóvil",2019,"San José","Tibás","Cinco Esquinas","2.Lunes","K. Noviembre","De 25 a 29"
"Conductor","Muerte","41","Hombre","Pick up",2019,"Limón","Limón","Río Blanco","3.Martes","A. Enero","De 40 a 44"
"Motociclista","Muerte","41","Hombre","Motocicleta",2019,"Limón","Matina","Batán","2.Lunes","L. Diciembre","De 40 a 44"
"Motociclista","Muerte","57","Hombre","Motocicleta",2019,"Alajuela","Orotina","Coyolar","1.Domingo","H. Agosto","De 55 a 59"
"Motociclista","Muerte","28","Hombre","Motocicleta",2019,"Puntarenas","Garabito","Tárcoles","3.Martes","K. Noviembre","De 25 a 29"
"Motociclista","Muerte","41","Hombre","Motocicleta",2019,"Alajuela","Orotina","El Mastate","1.Domingo","L. Diciembre","De 40 a 44"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2019,"Cartago","Paraíso","Llanos de Santa Lucía","3.Martes","J. Octubre","Desconocida"
"Motociclista","Muerte","41","Hombre","Motocicleta",2019,"Guanacaste","Nicoya","San Antonio","5.Jueves","L. Diciembre","De 40 a 44"
"Motociclista","Muerte","23","Hombre","Motocicleta",2019,"Limón","Siquirres","Pacuarito","1.Domingo","C. Marzo","De 20 a 24"
"Pasajero moto","Muerte","24","Hombre","Motocicleta",2019,"Limón","Siquirres","Pacuarito","1.Domingo","C. Marzo","De 20 a 24"
"Motociclista","Muerte","20","Hombre","Motocicleta",2019,"Heredia","Heredia","San Francisco","1.Domingo","B. Febrero","De 20 a 24"
"Pasajero moto","Muerte","40","Mujer","Motocicleta",2019,"Puntarenas","Puntarenas","El Roble","1.Domingo","C. Marzo","De 40 a 44"
"Motociclista","Muerte","64","Hombre","Motocicleta",2019,"Heredia","Santa Bárbara","Purabá","1.Domingo","C. Marzo","De 60 a 64"
"Peatón","Muerte","5","Hombre","No aplica",2019,"San José","Tarrazú","San Marcos","1.Domingo","B. Febrero","De 05 a 09"
"Pasajero carro","Muerte","74","Hombre","Pick up",2019,"San José","Tarrazú","San Lorenzo","3.Martes","B. Febrero","De 70 a 74"
"Conductor","Muerte","38","Hombre","Otros",2019,"San José","Dota","Copey","2.Lunes","D. Abril","De 35 a 39"
"Motociclista","Muerte","38","Mujer","Motocicleta",2019,"San José","León Cortés","Santa Cruz","3.Martes","E. Mayo","De 35 a 39"
"Pasajero carro","Muerte","72","Hombre","Automóvil",2019,"San José","Vázquez de Coronado","Dulce Nombre de Jesús","1.Domingo","D. Abril","De 70 a 74"
"Peatón","Muerte","38","Hombre","No aplica",2019,"San José","Desamparados","Rosario","4.Miércoles","F. Junio","De 35 a 39"
"Motociclista","Muerte","39","Mujer","Motocicleta",2019,"Alajuela","Alajuela","Río Segundo","1.Domingo","K. Noviembre","De 35 a 39"
"Motociclista","Muerte","21","Hombre","Motocicleta",2019,"San José","San José","Hatillo","7.Sábado","B. Febrero","De 20 a 24"
"Peatón","Muerte","52","Mujer","No aplica",2019,"Heredia","Heredia","San Francisco","2.Lunes","I. Setiembre","De 50 a 54"
"Motociclista","Muerte","24","Hombre","Motocicleta",2019,"Heredia","Belén","San Antonio","6.Viernes","C. Marzo","De 20 a 24"
"Motociclista","Muerte","72","Hombre","Motocicleta",2019,"Heredia","Santo Domingo","Santo Tomás","7.Sábado","D. Abril","De 70 a 74"
"Conductor","Muerte","41","Hombre","Automóvil",2019,"Alajuela","Atenas","Concepción","6.Viernes","E. Mayo","De 40 a 44"
"Conductor","Muerte","61","Mujer","Automóvil",2019,"San José","León Cortés","San Pablo","3.Martes","A. Enero","De 60 a 64"
"Conductor","Muerte","47","Hombre","Automóvil",2019,"San José","León Cortés","Llano Bonito","6.Viernes","C. Marzo","De 45 a 49"
"Pasajero carro","Muerte","26","Hombre","Rural",2019,"Cartago","Cartago","San Nicolás","1.Domingo","D. Abril","De 25 a 29"
"Ciclista","Muerte","33","Hombre","Bicicleta",2019,"Cartago","Cartago","Tierra Blanca","1.Domingo","H. Agosto","De 30 a 34"
"Conductor","Muerte","32","Hombre","Automóvil",2019,"San José","Vázquez de Coronado","Patalillo","1.Domingo","J. Octubre","De 30 a 34"
"Conductor","Muerte","26","Hombre","Automóvil",2019,"Cartago","Cartago","Aguacaliente o San Francisco","1.Domingo","C. Marzo","De 25 a 29"
"Peatón","Muerte","Desconocido","Hombre","No aplica",2019,"San José","Santa Ana","Uruca","1.Domingo","K. Noviembre","Desconocida"
"Motociclista","Muerte","44","Hombre","Motocicleta",2019,"Puntarenas","Quepos","Quepos","5.Jueves","J. Octubre","De 40 a 44"
"Conductor","Muerte","32","Hombre","Desconocido",2019,"Puntarenas","Quepos","Quepos","7.Sábado","J. Octubre","De 30 a 34"
"Ciclista","Muerte","Desconocido","Mujer","Bicicleta",2019,"Puntarenas","Parrita","Parrita","5.Jueves","K. Noviembre","Desconocida"
"Motociclista","Muerte","29","Hombre","Motocicleta",2019,"Heredia","Santo Domingo","San Miguel","2.Lunes","J. Octubre","De 25 a 29"
"Conductor","Muerte","27","Mujer","Automóvil",2019,"Heredia","Belén","La Ribera","5.Jueves","J. Octubre","De 25 a 29"
"Pasajero moto","Muerte","Desconocido","Hombre","Motocicleta",2019,"Alajuela","Alajuela","Desamparados","7.Sábado","L. Diciembre","Desconocida"
"Motociclista","Muerte","54","Hombre","Motocicleta",2019,"San José","San José","Hatillo","7.Sábado","C. Marzo","De 50 a 54"
"Ciclista","Muerte","Desconocido","Hombre","Bicicleta",2019,"Cartago","Paraíso","Paraíso","5.Jueves","E. Mayo","Desconocida"
"Ciclista","Muerte","30","Hombre","Bicicleta",2019,"Cartago","Paraíso","Paraíso","4.Miércoles","F. Junio","De 30 a 34"
"Ciclista","Muerte","59","Hombre","Bicicleta",2019,"Puntarenas","Corredores","Corredor","1.Domingo","I. Setiembre","De 55 a 59"
"Motociclista","Muerte","42","Hombre","Motocicleta",2019,"San José","San José","Uruca","6.Viernes","C. Marzo","De 40 a 44"
"Motociclista","Muerte","35","Hombre","Motocicleta",2019,"San José","San José","Uruca","2.Lunes","K. Noviembre","De 35 a 39"
"Motociclista","Muerte","20","Hombre","Motocicleta",2019,"San José","Desamparados","Rosario","1.Domingo","G. Julio","De 20 a 24"
"Motociclista","Muerte","39","Hombre","Motocicleta",2019,"San José","Curridabat","Curridabat","7.Sábado","J. Octubre","De 35 a 39"
"Conductor","Muerte","33","Hombre","Automóvil",2019,"Alajuela","Alajuela","San Antonio","1.Domingo","D. Abril","De 30 a 34"
"Pasajero carro","Muerte","38","Hombre","Automóvil",2019,"Alajuela","Alajuela","San Antonio","1.Domingo","D. Abril","De 35 a 39"
"Conductor","Muerte","45","Hombre","Automóvil",2019,"Alajuela","Palmares","La Granja","4.Miércoles","L. Diciembre","De 45 a 49"
"Pasajero carro","Muerte","24","Hombre","Automóvil",2019,"Alajuela","Palmares","La Granja","4.Miércoles","L. Diciembre","De 20 a 24"
"Motociclista","Muerte","31","Hombre","Motocicleta",2019,"Heredia","Heredia","San Francisco","6.Viernes","C. Marzo","De 30 a 34"
"Conductor","Muerte","Desconocido","Hombre","Automóvil",2019,"Heredia","Barva","San Pedro","1.Domingo","L. Diciembre","Desconocida"
"Motociclista","Muerte","22","Hombre","Motocicleta",2019,"San José","Desamparados","Desamparados","3.Martes","B. Febrero","De 20 a 24"
"Motociclista","Muerte","20","Hombre","Motocicleta",2019,"San José","Santa Ana","Brasil","1.Domingo","B. Febrero","De 20 a 24"
"Conductor","Muerte","58","Hombre","Automóvil",2019,"Cartago","Cartago","San Nicolás","4.Miércoles","B. Febrero","De 55 a 59"
"Peatón","Muerte","6","Hombre","No aplica",2019,"Alajuela","San Carlos","Pocosol","3.Martes","C. Marzo","De 05 a 09"
"Motociclista","Muerte","53","Hombre","Motocicleta",2019,"Alajuela","San Carlos","Cutris","2.Lunes","D. Abril","De 50 a 54"
"Conductor","Muerte","60","Hombre","Automóvil",2019,"Alajuela","San Carlos","Cutris","5.Jueves","D. Abril","De 60 a 64"
"Motociclista","Muerte","21","Hombre","Motocicleta",2019,"Alajuela","Los Chiles","San Jorge","3.Martes","H. Agosto","De 20 a 24"
"Motociclista","Muerte","56","Hombre","Motocicleta",2019,"San José","Vázquez de Coronado","Dulce Nombre de Jesús","6.Viernes","I. Setiembre","De 55 a 59"
"Motociclista","Muerte","35","Hombre","Motocicleta",2019,"Alajuela","San Carlos","Pocosol","2.Lunes","D. Abril","De 35 a 39"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2019,"Alajuela","San Carlos","Pocosol","1.Domingo","F. Junio","Desconocida"
"Motociclista","Muerte","65","Hombre","Motocicleta",2019,"Alajuela","San Carlos","Venado","7.Sábado","J. Octubre","De 65 a 69"
"Peatón","Muerte","79","Hombre","No aplica",2019,"Alajuela","San Carlos","Monterrey","7.Sábado","L. Diciembre","75 y más"
"Motociclista","Muerte","46","Hombre","Motocicleta",2019,"Alajuela","Alajuela","Guácima","7.Sábado","J. Octubre","De 45 a 49"
"Motociclista","Muerte","21","Hombre","Motocicleta",2019,"Alajuela","San Carlos","La Fortuna","1.Domingo","I. Setiembre","De 20 a 24"
"Conductor","Muerte","61","Hombre","Camión",2019,"San José","Pérez Zeledón","Barú","2.Lunes","C. Marzo","De 60 a 64"
"Motociclista","Muerte","34","Hombre","Motocicleta",2019,"San José","Puriscal","Barbacoas","2.Lunes","B. Febrero","De 30 a 34"
"Peatón","Muerte","31","Hombre","No aplica",2019,"San José","Desamparados","San Antonio","1.Domingo","J. Octubre","De 30 a 34"
"Pasajero moto","Muerte","44","Hombre","Motocicleta",2019,"Alajuela","San Carlos","Pital","5.Jueves","D. Abril","De 40 a 44"
"Pasajero carro","Muerte","46","Mujer","Automóvil",2019,"Alajuela","San Carlos","Florencia","1.Domingo","D. Abril","De 45 a 49"
"Motociclista","Muerte","56","Hombre","Motocicleta",2019,"Alajuela","San Carlos","Quesada","2.Lunes","I. Setiembre","De 55 a 59"
"Motociclista","Muerte","27","Hombre","Motocicleta",2019,"Alajuela","Río Cuarto","Río Cuarto","5.Jueves","L. Diciembre","De 25 a 29"
"Peatón","Muerte","29","Hombre","No aplica",2019,"Alajuela","San Ramón","San Isidro","7.Sábado","I. Setiembre","De 25 a 29"
"Motociclista","Muerte","26","Hombre","Motocicleta",2019,"Alajuela","Palmares","Buenos Aires","5.Jueves","E. Mayo","De 25 a 29"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2019,"Alajuela","Grecia","Puente de Piedra","7.Sábado","J. Octubre","Desconocida"
"Conductor","Muerte","21","Mujer","Automóvil",2019,"Alajuela","Alajuela","San José","7.Sábado","K. Noviembre","De 20 a 24"
"Motociclista","Muerte","25","Hombre","Motocicleta",2019,"Alajuela","Alajuela","San José","4.Miércoles","B. Febrero","De 25 a 29"
"Motociclista","Muerte","43","Hombre","Motocicleta",2019,"Cartago","La Unión","San Rafael","6.Viernes","C. Marzo","De 40 a 44"
"Motociclista","Muerte","24","Hombre","Motocicleta",2019,"San José","Pérez Zeledón","San Pedro","6.Viernes","C. Marzo","De 20 a 24"
"Conductor","Muerte","47","Hombre","Desconocido",2019,"Puntarenas","Golfito","Puerto Jiménez","7.Sábado","C. Marzo","De 45 a 49"
"Motociclista","Muerte","27","Hombre","Motocicleta",2019,"Limón","Talamanca","Cahuita","1.Domingo","B. Febrero","De 25 a 29"
"Conductor","Muerte","54","Hombre","Automóvil",2019,"Limón","Limón","Matama","3.Martes","L. Diciembre","De 50 a 54"
"Motociclista","Muerte","20","Hombre","Motocicleta",2019,"Limón","Matina","Matina","5.Jueves","F. Junio","De 20 a 24"
"Motociclista","Muerte","44","Hombre","Motocicleta",2019,"Limón","Siquirres","Siquirres","6.Viernes","G. Julio","De 40 a 44"
"Motociclista","Muerte","62","Hombre","Motocicleta",2019,"Alajuela","Atenas","Santa Eulalia","6.Viernes","K. Noviembre","De 60 a 64"
"Conductor","Muerte","26","Mujer","Automóvil",2019,"Puntarenas","Puntarenas","Acapulco","2.Lunes","C. Marzo","De 25 a 29"
"Motociclista","Muerte","56","Hombre","Motocicleta",2019,"Puntarenas","Puntarenas","Chomes","1.Domingo","D. Abril","De 55 a 59"
"Conductor","Muerte","40","Hombre","Automóvil",2019,"Cartago","Cartago","Guadalupe o Arenilla","7.Sábado","D. Abril","De 40 a 44"
"Motociclista","Muerte","35","Hombre","Motocicleta",2019,"Cartago","Cartago","San Nicolás","6.Viernes","E. Mayo","De 35 a 39"
"Motociclista","Muerte","24","Hombre","Motocicleta",2019,"Cartago","Cartago","Occidental","2.Lunes","L. Diciembre","De 20 a 24"
"Pasajero moto","Muerte","40","Mujer","Motocicleta",2019,"San José","Desamparados","San Antonio","5.Jueves","C. Marzo","De 40 a 44"
"Motociclista","Muerte","34","Hombre","Motocicleta",2019,"Cartago","La Unión","San Juan","7.Sábado","I. Setiembre","De 30 a 34"
"Pasajero carro","Muerte","18","Hombre","Automóvil",2019,"San José","Vázquez de Coronado","Patalillo","3.Martes","L. Diciembre","De 15 a 19"
"Otro","Muerte","60","Hombre","Desconocido",2019,"San José","San José","Uruca","5.Jueves","L. Diciembre","De 60 a 64"
"Otro","Muerte","60","Hombre","Desconocido",2019,"San José","San José","Uruca","5.Jueves","L. Diciembre","De 60 a 64"
"Motociclista","Muerte","47","Hombre","Motocicleta",2019,"San José","San José","San Sebastián","3.Martes","G. Julio","De 45 a 49"
"Motociclista","Muerte","41","Hombre","Motocicleta",2019,"Guanacaste","Liberia","Liberia","7.Sábado","L. Diciembre","De 40 a 44"
"Motociclista","Muerte","24","Hombre","Motocicleta",2019,"Alajuela","Alajuela","Alajuela","1.Domingo","A. Enero","De 20 a 24"
"Motociclista","Muerte","21","Hombre","Motocicleta",2019,"Alajuela","Alajuela","Garita","1.Domingo","C. Marzo","De 20 a 24"
"Conductor","Muerte","24","Mujer","Automóvil",2019,"Alajuela","Atenas","Jesús","2.Lunes","E. Mayo","De 20 a 24"
"Motociclista","Muerte","24","Hombre","Motocicleta",2019,"San José","Pérez Zeledón","Daniel Flores","2.Lunes","L. Diciembre","De 20 a 24"
"Ciclista","Muerte","19","Hombre","Bicicleta",2019,"Limón","Limón","Limón","1.Domingo","H. Agosto","De 15 a 19"
"Motociclista","Muerte","38","Hombre","Motocicleta",2019,"Limón","Talamanca","Sixaola","1.Domingo","L. Diciembre","De 35 a 39"
"Ciclista","Muerte","46","Hombre","Bicicleta",2019,"Alajuela","San Carlos","Aguas Zarcas","5.Jueves","E. Mayo","De 45 a 49"
"Conductor","Muerte","27","Hombre","Automóvil",2019,"Alajuela","San Carlos","Venecia","5.Jueves","F. Junio","De 25 a 29"
"Motociclista","Muerte","43","Hombre","Motocicleta",2019,"Alajuela","San Carlos","Pital","4.Miércoles","J. Octubre","De 40 a 44"
"Ciclista","Muerte","53","Hombre","Bicicleta",2019,"Puntarenas","Parrita","Parrita","3.Martes","C. Marzo","De 50 a 54"
"Ciclista","Muerte","Desconocido","Hombre","Bicicleta",2019,"Puntarenas","Quepos","Quepos","7.Sábado","F. Junio","Desconocida"
"Ciclista","Muerte","51","Hombre","Bicicleta",2019,"Alajuela","Alajuela","San Rafael","1.Domingo","I. Setiembre","De 50 a 54"
"Conductor","Muerte","29","Hombre","Camión",2019,"Puntarenas","Buenos Aires","Chánguena","5.Jueves","F. Junio","De 25 a 29"
"Pasajero bus o microbús","Muerte","22","Mujer","Autobús",2019,"Puntarenas","Garabito","Tárcoles","5.Jueves","J. Octubre","De 20 a 24"
"Pasajero bus o microbús","Muerte","32","Hombre","Autobús",2019,"Puntarenas","Garabito","Tárcoles","5.Jueves","J. Octubre","De 30 a 34"
"Motociclista","Muerte","41","Hombre","Motocicleta",2019,"Alajuela","Orotina","La Ceiba","1.Domingo","K. Noviembre","De 40 a 44"
"Motociclista","Muerte","20","Mujer","Motocicleta",2019,"Alajuela","San Carlos","Aguas Zarcas","1.Domingo","I. Setiembre","De 20 a 24"
"Conductor","Muerte","31","Hombre","Automóvil",2019,"San José","Goicoechea","Guadalupe","7.Sábado","B. Febrero","De 30 a 34"
"Peatón","Muerte","34","Hombre","No aplica",2019,"San José","San José","Pavas","1.Domingo","F. Junio","De 30 a 34"
"Motociclista","Muerte","26","Hombre","Motocicleta",2019,"San José","San José","Zapote","5.Jueves","I. Setiembre","De 25 a 29"
"Conductor","Muerte","Desconocido","Hombre","Automóvil",2019,"San José","Curridabat","Curridabat","4.Miércoles","J. Octubre","Desconocida"
"Conductor","Muerte","52","Hombre","Automóvil",2019,"Guanacaste","La Cruz","La Cruz","6.Viernes","H. Agosto","De 50 a 54"
"Motociclista","Muerte","47","Hombre","Motocicleta",2019,"Guanacaste","Carrillo","Sardinal","5.Jueves","H. Agosto","De 45 a 49"
"Pasajero moto","Muerte","21","Mujer","Motocicleta",2019,"Guanacaste","La Cruz","La Cruz","1.Domingo","I. Setiembre","De 20 a 24"
"Motociclista","Muerte","32","Hombre","Motocicleta",2019,"Puntarenas","Corredores","Laurel","1.Domingo","L. Diciembre","De 30 a 34"
"Motociclista","Muerte","24","Hombre","Motocicleta",2019,"San José","Montes de Oca","San Pedro","4.Miércoles","C. Marzo","De 20 a 24"
"Motociclista","Muerte","23","Hombre","Motocicleta",2019,"Guanacaste","Liberia","Liberia","7.Sábado","H. Agosto","De 20 a 24"
"Conductor","Muerte","43","Hombre","Automóvil",2019,"San José","Goicoechea","Guadalupe","4.Miércoles","A. Enero","De 40 a 44"
"Motociclista","Muerte","35","Mujer","Motocicleta",2019,"San José","San José","Zapote","1.Domingo","F. Junio","De 35 a 39"
"Motociclista","Muerte","25","Hombre","Motocicleta",2019,"San José","Vázquez de Coronado","San Rafael","2.Lunes","C. Marzo","De 25 a 29"
"Motociclista","Muerte","25","Hombre","Motocicleta",2019,"Heredia","Barva","San Pablo","1.Domingo","A. Enero","De 25 a 29"
"Motociclista","Muerte","19","Hombre","Motocicleta",2019,"Guanacaste","Santa Cruz","Veintisiete de Abril","6.Viernes","L. Diciembre","De 15 a 19"
"Peatón","Muerte","57","Hombre","No aplica",2019,"San José","San José","Uruca","6.Viernes","G. Julio","De 55 a 59"
"Motociclista","Muerte","24","Hombre","Motocicleta",2019,"San José","Pérez Zeledón","Barú","1.Domingo","B. Febrero","De 20 a 24"
"Motociclista","Muerte","43","Hombre","Motocicleta",2019,"San José","Pérez Zeledón","Daniel Flores","4.Miércoles","J. Octubre","De 40 a 44"
"Motociclista","Muerte","45","Hombre","Motocicleta",2019,"San José","Vázquez de Coronado","Dulce Nombre de Jesús","2.Lunes","D. Abril","De 45 a 49"
"Pasajero moto","Muerte","27","Hombre","Motocicleta",2019,"San José","Vázquez de Coronado","Dulce Nombre de Jesús","2.Lunes","D. Abril","De 25 a 29"
"Motociclista","Muerte","40","Hombre","Motocicleta",2019,"Heredia","Santo Domingo","San Miguel","2.Lunes","F. Junio","De 40 a 44"
"Motociclista","Muerte","37","Mujer","Motocicleta",2019,"San José","Desamparados","San Miguel","3.Martes","K. Noviembre","De 35 a 39"
