"Rol","Tipo de lesión","Edad","Sexo","Vehiculo en  el que viajaba","Año","Provincia","Cantón","Distrito","Día","Mes","Edad quinquenal"
"Conductor","Muerte","72","Hombre","Automóvil",2021,"San José","Pérez Zeledón","Daniel Flores","3.Martes","K. Noviembre","De 70 a 74"
"Motociclista","Muerte","38","Hombre","Motocicleta",2021,"Alajuela","San Carlos","La Palmera","6.Viernes","B. Febrero","De 35 a 39"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2021,"Alajuela","San Carlos","Aguas Zarcas","5.Jueves","C. Marzo","Desconocida"
"Ciclista","Muerte","42","Hombre","Bicicleta",2021,"San José","Santa Ana","Pozos","6.Viernes","E. Mayo","De 40 a 44"
"Motociclista","Muerte","28","Hombre","Motocicleta",2021,"Guanacaste","Bagaces","Mogote","5.Jueves","L. Diciembre","De 25 a 29"
"Conductor","Muerte","28","Hombre","Automóvil",2021,"Alajuela","San Carlos","Quesada","5.Jueves","J. Octubre","De 25 a 29"
"Motociclista","Muerte","18","Hombre","Motocicleta",2021,"Puntarenas","Golfito","Puerto Jiménez","1.Domingo","A. Enero","De 15 a 19"
"Conductor","Muerte","22","Hombre","Automóvil",2021,"San José","San José","Zapote","6.Viernes","G. Julio","De 20 a 24"
"Conductor","Muerte","43","Mujer","Automóvil",2021,"Puntarenas","Corredores","La Cuesta","1.Domingo","D. Abril","De 40 a 44"
"Conductor","Muerte","48","Hombre","Otros",2021,"Puntarenas","Coto Brus","San Vito","4.Miércoles","B. Febrero","De 45 a 49"
"Motociclista","Muerte","14","Hombre","Motocicleta",2021,"Puntarenas","Golfito","Puerto Jiménez","7.Sábado","L. Diciembre","De 10 a 14"
"Motociclista","Muerte","32","Hombre","Motocicleta",2021,"Guanacaste","Carrillo","Filadelfia","1.Domingo","K. Noviembre","De 30 a 34"
"Conductor","Muerte","30","Hombre","Pick up",2021,"Guanacaste","Santa Cruz","Tempate","6.Viernes","G. Julio","De 30 a 34"
"Motociclista","Muerte","56","Hombre","Motocicleta",2021,"Guanacaste","Santa Cruz","Tamarindo","2.Lunes","J. Octubre","De 55 a 59"
"Peatón","Muerte","60","Hombre","No aplica",2021,"San José","San José","Uruca","2.Lunes","G. Julio","De 60 a 64"
"Motociclista","Muerte","17","Hombre","Motocicleta",2021,"San José","Pérez Zeledón","San Pedro","1.Domingo","J. Octubre","De 15 a 19"
"Motociclista","Muerte","19","Hombre","Motocicleta",2021,"San José","Turrubares","San Pedro","5.Jueves","D. Abril","De 15 a 19"
"Pasajero carro","Muerte","Desconocido","Desconocido","Automóvil",2021,"San José","Goicoechea","Mata de Plátano","6.Viernes","K. Noviembre","Desconocida"
"Motociclista","Muerte","22","Hombre","Motocicleta",2021,"Puntarenas","Corredores","La Cuesta","2.Lunes","C. Marzo","De 20 a 24"
"Ciclista","Muerte","56","Hombre","Bicicleta",2021,"Puntarenas","Golfito","Guaycará","5.Jueves","I. Setiembre","De 55 a 59"
"Conductor","Muerte","58","Hombre","Automóvil",2021,"San José","Vázquez de Coronado","Dulce Nombre de Jesús","4.Miércoles","A. Enero","De 55 a 59"
"Conductor","Muerte","40","Mujer","Automóvil",2021,"Alajuela","Orotina","La Ceiba","1.Domingo","C. Marzo","De 40 a 44"
"Conductor","Muerte","37","Hombre","Automóvil",2021,"Alajuela","Alajuela","San Rafael","5.Jueves","L. Diciembre","De 35 a 39"
"Conductor","Muerte","79","Hombre","Cabezal sin remolque",2021,"San José","San José","San Sebastián","4.Miércoles","H. Agosto","75 y más"
"Ciclista","Muerte","33","Hombre","Bicicleta",2021,"Heredia","Sarapiquí","Las Horquetas","2.Lunes","H. Agosto","De 30 a 34"
"Motociclista","Muerte","52","Hombre","Motocicleta",2021,"Alajuela","Los Chiles","Los Chiles","7.Sábado","A. Enero","De 50 a 54"
"Peatón","Muerte","36","Mujer","No aplica",2021,"Alajuela","San Carlos","La Fortuna","1.Domingo","B. Febrero","De 35 a 39"
"Pasajero bus o microbús","Muerte","51","Mujer","Microbús",2021,"Limón","Matina","Matina","7.Sábado","C. Marzo","De 50 a 54"
"Pasajero bus o microbús","Muerte","9","Mujer","Microbús",2021,"Limón","Matina","Matina","7.Sábado","C. Marzo","De 05 a 09"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2021,"Alajuela","Atenas","Concepción","5.Jueves","D. Abril","Desconocida"
"Motociclista","Muerte","31","Hombre","Motocicleta",2021,"San José","Desamparados","San Rafael Arriba","2.Lunes","L. Diciembre","De 30 a 34"
"Pasajero carro","Muerte","0","Mujer","Automóvil",2021,"Alajuela","San Carlos","Florencia","7.Sábado","E. Mayo","De 0 a 4"
"Peatón","Muerte","Desconocido","Desconocido","No aplica",2021,"Alajuela","San Carlos","La Palmera","1.Domingo","I. Setiembre","Desconocida"
"Motociclista","Muerte","41","Hombre","Motocicleta",2021,"Alajuela","San Carlos","Florencia","5.Jueves","I. Setiembre","De 40 a 44"
"Pasajero carro","Muerte","3","Hombre","Automóvil",2021,"Puntarenas","Osa","Puerto Cortés","4.Miércoles","K. Noviembre","De 0 a 4"
"Motociclista","Muerte","16","Hombre","Motocicleta",2021,"San José","Pérez Zeledón","Daniel Flores","4.Miércoles","C. Marzo","De 15 a 19"
"Pasajero moto","Muerte","19","Hombre","Motocicleta",2021,"Puntarenas","Puntarenas","Paquera","5.Jueves","I. Setiembre","De 15 a 19"
"Conductor","Muerte","53","Hombre","Automóvil",2021,"Alajuela","Río Cuarto","Río Cuarto","2.Lunes","B. Febrero","De 50 a 54"
"Peatón","Muerte","Desconocido","Mujer","No aplica",2021,"Alajuela","San Carlos","Venecia","1.Domingo","C. Marzo","Desconocida"
"Motociclista","Muerte","27","Hombre","Motocicleta",2021,"Alajuela","San Carlos","Pital","5.Jueves","E. Mayo","De 25 a 29"
"Pasajero carro","Muerte","65","Hombre","Rural",2021,"Alajuela","San Carlos","Venecia","7.Sábado","L. Diciembre","De 65 a 69"
"Motociclista","Muerte","30","Hombre","Motocicleta",2021,"Puntarenas","Montes de Oro","San Isidro","3.Martes","B. Febrero","De 30 a 34"
"Motociclista","Muerte","25","Hombre","Motocicleta",2021,"Guanacaste","Abangares","Colorado","2.Lunes","H. Agosto","De 25 a 29"
"Pasajero moto","Muerte","52","Mujer","Motocicleta",2021,"Guanacaste","Abangares","Las Juntas","5.Jueves","D. Abril","De 50 a 54"
"Motociclista","Muerte","23","Hombre","Motocicleta",2021,"Guanacaste","Abangares","Las Juntas","2.Lunes","F. Junio","De 20 a 24"
"Ciclista","Muerte","Desconocido","Hombre","Bicicleta",2021,"Puntarenas","Garabito","Jacó","6.Viernes","L. Diciembre","Desconocida"
"Motociclista","Muerte","40","Hombre","Motocicleta",2021,"Cartago","Paraíso","Cachí","2.Lunes","L. Diciembre","De 40 a 44"
"Peatón","Muerte","38","Hombre","No aplica",2021,"Limón","Talamanca","Sixaola","7.Sábado","A. Enero","De 35 a 39"
"Peatón","Muerte","43","Hombre","No aplica",2021,"Limón","Talamanca","Sixaola","7.Sábado","A. Enero","De 40 a 44"
"Motociclista","Muerte","28","Hombre","Motocicleta",2021,"Limón","Talamanca","Bratsi","5.Jueves","E. Mayo","De 25 a 29"
"Motociclista","Muerte","28","Hombre","Motocicleta",2021,"Heredia","Sarapiquí","Las Horquetas","7.Sábado","F. Junio","De 25 a 29"
"Conductor","Muerte","31","Hombre","Automóvil",2021,"Guanacaste","Santa Cruz","Santa Cruz","7.Sábado","F. Junio","De 30 a 34"
"Conductor","Muerte","32","Hombre","Desconocido",2021,"Guanacaste","Santa Cruz","Cartagena","7.Sábado","J. Octubre","De 30 a 34"
"Pasajero carro","Muerte","13","Hombre","Desconocido",2021,"Guanacaste","Santa Cruz","Cartagena","7.Sábado","J. Octubre","De 10 a 14"
"Conductor","Muerte","69","Hombre","Automóvil",2021,"Cartago","Turrialba","Pavones","5.Jueves","G. Julio","De 65 a 69"
"Pasajero carro","Muerte","44","Hombre","Desconocido",2021,"Puntarenas","Parrita","Parrita","1.Domingo","J. Octubre","De 40 a 44"
"Conductor","Muerte","22","Hombre","Desconocido",2021,"Alajuela","San Carlos","Florencia","7.Sábado","C. Marzo","De 20 a 24"
