"Rol","Tipo de lesión","Edad","Sexo","Vehiculo en  el que viajaba","Año","Provincia","Cantón","Distrito","Día","Mes","Edad quinquenal"
"Motociclista","Muerte","62","Hombre","Motocicleta",2022,"Limón","Pococí","Guápiles","5.Jueves","H. Agosto","De 60 a 64"
"Motociclista","Muerte","42","Hombre","Motocicleta",2022,"Limón","Pococí","Jiménez","2.Lunes","I. Setiembre","De 40 a 44"
"Motociclista","Muerte","31","Hombre","Motocicleta",2022,"Limón","Pococí","La Colonia","2.Lunes","L. Diciembre","De 30 a 34"
"Ciclista","Muerte","13","Hombre","Bicicleta",2022,"Guanacaste","Nicoya","Mansión","2.Lunes","H. Agosto","De 10 a 14"
"Peatón","Muerte","24","Hombre","No aplica",2022,"Puntarenas","Puntarenas","Paquera","1.Domingo","H. Agosto","De 20 a 24"
"Pasajero carro","Muerte","20","Hombre","Automóvil",2022,"Guanacaste","Abangares","Las Juntas","7.Sábado","A. Enero","De 20 a 24"
"Pasajero carro","Muerte","17","Desconocido","Automóvil",2022,"Guanacaste","Abangares","Las Juntas","7.Sábado","A. Enero","De 15 a 19"
"Conductor","Muerte","20","Hombre","Automóvil",2022,"Guanacaste","Abangares","Colorado","3.Martes","F. Junio","De 20 a 24"
"Pasajero carro","Muerte","81","Hombre","Automóvil",2022,"Puntarenas","Esparza","San Juan Grande","7.Sábado","F. Junio","75 y más"
"Conductor","Muerte","47","Hombre","Camión",2022,"Alajuela","Atenas","San Isidro","2.Lunes","L. Diciembre","De 45 a 49"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2022,"Guanacaste","Nandayure","Bejuco","1.Domingo","J. Octubre","Desconocida"
"Motociclista","Muerte","32","Hombre","Motocicleta",2022,"Limón","Siquirres","Alegría","4.Miércoles","A. Enero","De 30 a 34"
"Peatón","Muerte","63","Mujer","No aplica",2022,"Limón","Siquirres","Siquirres","6.Viernes","L. Diciembre","De 60 a 64"
"Ciclista","Muerte","40","Hombre","Bicicleta",2022,"Alajuela","Alajuela","Río Segundo","7.Sábado","D. Abril","De 40 a 44"
"Pasajero carro","Muerte","47","Mujer","Otros",2022,"Alajuela","Alajuela","Garita","7.Sábado","L. Diciembre","De 45 a 49"
"Ciclista","Muerte","58","Hombre","Bicicleta",2022,"Limón","Siquirres","Siquirres","6.Viernes","L. Diciembre","De 55 a 59"
"Conductor","Muerte","38","Hombre","Desconocido",2022,"Guanacaste","Carrillo","Sardinal","7.Sábado","B. Febrero","De 35 a 39"
"Motociclista","Muerte","58","Hombre","Motocicleta",2022,"Guanacaste","Liberia","Liberia","7.Sábado","J. Octubre","De 55 a 59"
"Motociclista","Muerte","46","Hombre","Motocicleta",2022,"Heredia","San Pablo","San Pablo","5.Jueves","C. Marzo","De 45 a 49"
"Motociclista","Muerte","27","Hombre","Motocicleta",2022,"Guanacaste","Cañas","Cañas","7.Sábado","I. Setiembre","De 25 a 29"
"Pasajero moto","Muerte","20","Hombre","Motocicleta",2022,"Guanacaste","Cañas","Cañas","7.Sábado","I. Setiembre","De 20 a 24"
"Conductor","Muerte","28","Hombre","Desconocido",2022,"Guanacaste","Bagaces","Bagaces","1.Domingo","K. Noviembre","De 25 a 29"
"Motociclista","Muerte","24","Mujer","Motocicleta",2022,"Guanacaste","Abangares","Colorado","7.Sábado","L. Diciembre","De 20 a 24"
"Peatón","Muerte","47","Hombre","No aplica",2022,"Limón","Limón","Matama","1.Domingo","A. Enero","De 45 a 49"
"Peatón","Muerte","Desconocido","Hombre","No aplica",2022,"Alajuela","San Ramón","Santiago","1.Domingo","J. Octubre","Desconocida"
"Pasajero carro","Muerte","Desconocido","Desconocido","Automóvil",2022,"Alajuela","San Ramón","Santiago","1.Domingo","J. Octubre","Desconocida"
"Conductor","Muerte","34","Hombre","Automóvil",2022,"Guanacaste","Carrillo","Sardinal","1.Domingo","E. Mayo","De 30 a 34"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2022,"Heredia","Sarapiquí","Puerto Viejo","7.Sábado","C. Marzo","Desconocida"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2022,"Heredia","Sarapiquí","Puerto Viejo","7.Sábado","C. Marzo","Desconocida"
"Pasajero carro","Muerte","35","Mujer","Automóvil",2022,"Alajuela","Alajuela","Sarapiquí","6.Viernes","L. Diciembre","De 35 a 39"
"Pasajero carro","Muerte","31","Mujer","Automóvil",2022,"Guanacaste","Hojancha","Puerto Carrillo","6.Viernes","D. Abril","De 30 a 34"
"Ciclista","Muerte","21","Hombre","Bicicleta",2022,"Alajuela","Alajuela","San Antonio","2.Lunes","A. Enero","De 20 a 24"
"Motociclista","Muerte","38","Hombre","Motocicleta",2022,"Alajuela","Alajuela","San Antonio","2.Lunes","L. Diciembre","De 35 a 39"
"Conductor","Muerte","60","Hombre","Rural",2022,"Puntarenas","Montes de Oro","La Unión","3.Martes","A. Enero","De 60 a 64"
"Conductor","Muerte","30","Hombre","Automóvil",2022,"San José","Vázquez de Coronado","Dulce Nombre de Jesús","2.Lunes","I. Setiembre","De 30 a 34"
"Conductor","Muerte","61","Hombre","Cabezal con remolque",2022,"San José","Desamparados","San Cristóbal","7.Sábado","A. Enero","De 60 a 64"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2022,"Limón","Matina","Carrandi","1.Domingo","A. Enero","Desconocida"
"Conductor","Muerte","Desconocido","Hombre","Automóvil",2022,"Limón","Matina","Carrandi","1.Domingo","A. Enero","Desconocida"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2022,"Limón","Matina","Carrandi","1.Domingo","E. Mayo","Desconocida"
"Motociclista","Muerte","47","Hombre","Motocicleta",2022,"Limón","Talamanca","Bratsi","7.Sábado","J. Octubre","De 45 a 49"
"Motociclista","Muerte","28","Mujer","Motocicleta",2022,"Limón","Limón","Valle la Estrella","7.Sábado","K. Noviembre","De 25 a 29"
"Peatón","Muerte","Desconocido","Hombre","No aplica",2022,"San José","San José","Hatillo","6.Viernes","D. Abril","Desconocida"
"Peatón","Muerte","63","Hombre","No aplica",2022,"Alajuela","Alajuela","San Antonio","4.Miércoles","D. Abril","De 60 a 64"
"Ciclista","Muerte","42","Hombre","Bicicleta",2022,"Cartago","Paraíso","Llanos de Santa Lucía","5.Jueves","F. Junio","De 40 a 44"
"Motociclista","Muerte","26","Hombre","Motocicleta",2022,"Guanacaste","Carrillo","Palmira","1.Domingo","B. Febrero","De 25 a 29"
"Motociclista","Muerte","46","Hombre","Motocicleta",2022,"Guanacaste","Liberia","Mayorga","1.Domingo","B. Febrero","De 45 a 49"
"Motociclista","Muerte","23","Hombre","Motocicleta",2022,"Guanacaste","Liberia","Mayorga","1.Domingo","B. Febrero","De 20 a 24"
"Motociclista","Muerte","28","Hombre","Motocicleta",2022,"Guanacaste","Liberia","Liberia","6.Viernes","L. Diciembre","De 25 a 29"
"Motociclista","Muerte","25","Hombre","Motocicleta",2022,"Guanacaste","Liberia","Liberia","1.Domingo","L. Diciembre","De 25 a 29"
"Motociclista","Muerte","42","Hombre","Motocicleta",2022,"Limón","Matina","Carrandi","6.Viernes","A. Enero","De 40 a 44"
"Conductor","Muerte","36","Hombre","Automóvil",2022,"Limón","Limón","Río Blanco","7.Sábado","K. Noviembre","De 35 a 39"
"Ciclista","Muerte","Desconocido","Desconocido","Bicicleta",2022,"Limón","Talamanca","Sixaola","5.Jueves","K. Noviembre","Desconocida"
"Motociclista","Muerte","22","Hombre","Motocicleta",2022,"Limón","Limón","Valle la Estrella","5.Jueves","L. Diciembre","De 20 a 24"
"Conductor","Muerte","59","Hombre","Desconocido",2022,"Puntarenas","Golfito","Guaycará","2.Lunes","E. Mayo","De 55 a 59"
"Motociclista","Muerte","45","Hombre","Motocicleta",2022,"Guanacaste","Nandayure","Zapotal","2.Lunes","B. Febrero","De 45 a 49"
"Conductor","Muerte","66","Hombre","Pick up",2022,"San José","Dota","Santa María","2.Lunes","E. Mayo","De 65 a 69"
"Motociclista","Muerte","23","Hombre","Motocicleta",2022,"Heredia","Sarapiquí","Las Horquetas","4.Miércoles","B. Febrero","De 20 a 24"
"Conductor","Muerte","58","Hombre","Camión",2022,"Heredia","Sarapiquí","Puerto Viejo","5.Jueves","I. Setiembre","De 55 a 59"
"Pasajero carro","Muerte","63","Hombre","Camión",2022,"Heredia","Sarapiquí","Puerto Viejo","5.Jueves","I. Setiembre","De 60 a 64"
"Ciclista","Muerte","51","Hombre","Bicicleta",2022,"Cartago","Cartago","San Nicolás","7.Sábado","C. Marzo","De 50 a 54"
"Peatón","Muerte","16","Hombre","No aplica",2022,"Cartago","Oreamuno","Cot","4.Miércoles","C. Marzo","De 15 a 19"
"Conductor","Muerte","47","Hombre","Automóvil",2022,"San José","Vázquez de Coronado","Dulce Nombre de Jesús","5.Jueves","E. Mayo","De 45 a 49"
"Peatón","Muerte","Desconocido","Hombre","No aplica",2022,"San José","San José","Uruca","1.Domingo","C. Marzo","Desconocida"
"Peatón","Muerte","Desconocido","Hombre","No aplica",2022,"Heredia","Heredia","Heredia","5.Jueves","C. Marzo","Desconocida"
"Peatón","Muerte","58","Hombre","No aplica",2022,"Alajuela","San Ramón","San Isidro","6.Viernes","L. Diciembre","De 55 a 59"
"Motociclista","Muerte","20","Hombre","Motocicleta",2022,"Alajuela","Alajuela","Garita","2.Lunes","L. Diciembre","De 20 a 24"
"Conductor","Muerte","46","Hombre","Taxi",2022,"Heredia","Heredia","Mercedes","4.Miércoles","E. Mayo","De 45 a 49"
"Pasajero carro","Muerte","44","Mujer","Taxi",2022,"Heredia","Heredia","Mercedes","4.Miércoles","E. Mayo","De 40 a 44"
"Motociclista","Muerte","42","Hombre","Motocicleta",2022,"Alajuela","Orotina","Coyolar","1.Domingo","A. Enero","De 40 a 44"
"Conductor","Muerte","59","Hombre","Pick up",2022,"Puntarenas","Garabito","Tárcoles","7.Sábado","B. Febrero","De 55 a 59"
"Conductor","Muerte","34","Hombre","Automóvil",2022,"Guanacaste","Tilarán","Tilarán","2.Lunes","F. Junio","De 30 a 34"
"Conductor","Muerte","40","Mujer","Automóvil",2022,"Guanacaste","Abangares","Las Juntas","2.Lunes","H. Agosto","De 40 a 44"
"Ciclista","Muerte","40","Mujer","Bicicleta",2022,"Limón","Guácimo","Guácimo","1.Domingo","D. Abril","De 40 a 44"
"Peatón","Muerte","29","Mujer","No aplica",2022,"Cartago","El Guarco","El Tejar","3.Martes","D. Abril","De 25 a 29"
"Motociclista","Muerte","25","Hombre","Motocicleta",2022,"San José","Goicoechea","San Francisco","6.Viernes","K. Noviembre","De 25 a 29"
"Peatón","Muerte","67","Hombre","No aplica",2022,"San José","Santa Ana","Pozos","7.Sábado","J. Octubre","De 65 a 69"
"Desconocido","Muerte","Desconocido","Hombre","Motocicleta",2022,"San José","Montes de Oca","San Pedro","2.Lunes","F. Junio","Desconocida"
"Motociclista","Muerte","31","Hombre","Motocicleta",2022,"San José","Curridabat","Curridabat","6.Viernes","G. Julio","De 30 a 34"
"Motociclista","Muerte","26","Mujer","Motocicleta",2022,"San José","Curridabat","Curridabat","6.Viernes","G. Julio","De 25 a 29"
"Motociclista","Muerte","56","Hombre","Motocicleta",2022,"Puntarenas","Quepos","Quepos","7.Sábado","A. Enero","De 55 a 59"
"Motociclista","Muerte","54","Hombre","Motocicleta",2022,"Puntarenas","Parrita","Parrita","5.Jueves","C. Marzo","De 50 a 54"
"Motociclista","Muerte","26","Hombre","Motocicleta",2022,"Puntarenas","Quepos","Savegre","1.Domingo","C. Marzo","De 25 a 29"
"Peatón","Muerte","45","Mujer","No aplica",2022,"Puntarenas","Quepos","Quepos","2.Lunes","C. Marzo","De 45 a 49"
"Motociclista","Muerte","33","Hombre","Motocicleta",2022,"Puntarenas","Quepos","Quepos","6.Viernes","H. Agosto","De 30 a 34"
"Motociclista","Muerte","25","Mujer","Motocicleta",2022,"Puntarenas","Parrita","Parrita","2.Lunes","K. Noviembre","De 25 a 29"
"Motociclista","Muerte","25","Hombre","Motocicleta",2022,"Puntarenas","Parrita","Parrita","2.Lunes","L. Diciembre","De 25 a 29"
"Peatón","Muerte","35","Hombre","No aplica",2022,"Alajuela","Alajuela","San José","4.Miércoles","A. Enero","De 35 a 39"
"Ciclista","Muerte","61","Hombre","Bicicleta",2022,"Alajuela","Alajuela","San Rafael","1.Domingo","C. Marzo","De 60 a 64"
"Motociclista","Muerte","34","Hombre","Motocicleta",2022,"Alajuela","Alajuela","San Isidro","7.Sábado","F. Junio","De 30 a 34"
"Peatón","Muerte","62","Hombre","No aplica",2022,"Puntarenas","Corredores","Laurel","2.Lunes","A. Enero","De 60 a 64"
"Motociclista","Muerte","40","Hombre","Motocicleta",2022,"San José","San José","Mata Redonda","7.Sábado","G. Julio","De 40 a 44"
"Peatón","Muerte","24","Hombre","No aplica",2022,"Cartago","La Unión","San Diego","6.Viernes","G. Julio","De 20 a 24"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2022,"Alajuela","Alajuela","San Antonio","1.Domingo","G. Julio","Desconocida"
"Conductor","Muerte","Desconocido","Mujer","Automóvil",2022,"Alajuela","San Ramón","San Juan","7.Sábado","L. Diciembre","Desconocida"
"Conductor","Muerte","35","Hombre","Automóvil",2022,"Alajuela","San Ramón","San Lorenzo","5.Jueves","L. Diciembre","De 35 a 39"
"Peatón","Muerte","Desconocido","Hombre","No aplica",2022,"Heredia","Santo Domingo","San Miguel","7.Sábado","D. Abril","Desconocida"
"Motociclista","Muerte","25","Hombre","Motocicleta",2022,"San José","Pérez Zeledón","San Isidro de El General","7.Sábado","C. Marzo","De 25 a 29"
"Pasajero carro","Muerte","22","Mujer","Automóvil",2022,"Alajuela","Alajuela","San Isidro","1.Domingo","C. Marzo","De 20 a 24"
"Motociclista","Muerte","31","Hombre","Motocicleta",2022,"Alajuela","Alajuela","Tambor","1.Domingo","I. Setiembre","De 30 a 34"
"Motociclista","Muerte","43","Hombre","Motocicleta",2022,"Heredia","Belén","San Antonio","5.Jueves","I. Setiembre","De 40 a 44"
"Pasajero carro","Muerte","46","Desconocido","Desconocido",2022,"Heredia","Belén","San Antonio","5.Jueves","I. Setiembre","De 45 a 49"
"Motociclista","Muerte","29","Hombre","Motocicleta",2022,"Alajuela","Los Chiles","Los Chiles","7.Sábado","G. Julio","De 25 a 29"
"Ciclista","Muerte","9","Hombre","Bicicleta",2022,"Alajuela","San Carlos","La Fortuna","4.Miércoles","I. Setiembre","De 05 a 09"
"Motociclista","Muerte","22","Hombre","Motocicleta",2022,"Puntarenas","Quepos","Quepos","4.Miércoles","D. Abril","De 20 a 24"
"Conductor","Muerte","26","Hombre","Automóvil",2022,"Alajuela","Alajuela","Guácima","1.Domingo","D. Abril","De 25 a 29"
"Conductor","Muerte","Desconocido","Hombre","Automóvil",2022,"Alajuela","Alajuela","San Rafael","6.Viernes","L. Diciembre","Desconocida"
"Motociclista","Muerte","16","Hombre","Motocicleta",2022,"Alajuela","Upala","Canalete","1.Domingo","D. Abril","De 15 a 19"
"Conductor","Muerte","45","Hombre","Rural",2022,"Alajuela","San Carlos","Cutris","7.Sábado","D. Abril","De 45 a 49"
"Motociclista","Muerte","24","Hombre","Motocicleta",2022,"Limón","Limón","Limón","5.Jueves","L. Diciembre","De 20 a 24"
"Conductor","Muerte","24","Hombre","Desconocido",2022,"Limón","Limón","Valle la Estrella","7.Sábado","L. Diciembre","De 20 a 24"
"Peatón","Muerte","69","Hombre","No aplica",2022,"San José","Montes de Oca","Mercedes","2.Lunes","G. Julio","De 65 a 69"
"Motociclista","Muerte","27","Hombre","Motocicleta",2022,"San José","Pérez Zeledón","Rivas","1.Domingo","C. Marzo","De 25 a 29"
"Peatón","Muerte","57","Hombre","No aplica",2022,"San José","Pérez Zeledón","Rivas","6.Viernes","F. Junio","De 55 a 59"
"Peatón","Muerte","Desconocido","Hombre","No aplica",2022,"San José","Pérez Zeledón","San Pedro","4.Miércoles","I. Setiembre","Desconocida"
"Conductor","Muerte","22","Hombre","Automóvil",2022,"Guanacaste","Abangares","Colorado","1.Domingo","H. Agosto","De 20 a 24"
"Peatón","Muerte","54","Hombre","No aplica",2022,"Alajuela","San Carlos","Florencia","7.Sábado","B. Febrero","De 50 a 54"
"Ciclista","Muerte","13","Hombre","Bicicleta",2022,"Alajuela","San Carlos","Quesada","3.Martes","J. Octubre","De 10 a 14"
"Motociclista","Muerte","21","Hombre","Motocicleta",2022,"San José","Puriscal","Candelarita","7.Sábado","A. Enero","De 20 a 24"
"Motociclista","Muerte","49","Hombre","Motocicleta",2022,"Alajuela","Atenas","Atenas","2.Lunes","A. Enero","De 45 a 49"
"Motociclista","Muerte","21","Hombre","Motocicleta",2022,"Alajuela","Alajuela","San Antonio","1.Domingo","A. Enero","De 20 a 24"
"Motociclista","Muerte","58","Hombre","Motocicleta",2022,"San José","Pérez Zeledón","Daniel Flores","4.Miércoles","K. Noviembre","De 55 a 59"
"Conductor","Muerte","37","Hombre","Desconocido",2022,"Puntarenas","Golfito","Guaycará","1.Domingo","B. Febrero","De 35 a 39"
"Motociclista","Muerte","49","Hombre","Motocicleta",2022,"Puntarenas","Corredores","Canoas","7.Sábado","G. Julio","De 45 a 49"
"Conductor","Muerte","23","Hombre","Desconocido",2022,"Limón","Talamanca","Telire","1.Domingo","G. Julio","De 20 a 24"
"Motociclista","Muerte","46","Hombre","Motocicleta",2022,"Limón","Limón","Valle la Estrella","1.Domingo","J. Octubre","De 45 a 49"
"Motociclista","Muerte","35","Hombre","Motocicleta",2022,"Guanacaste","Liberia","Liberia","2.Lunes","A. Enero","De 35 a 39"
"Ciclista","Muerte","Desconocido","Hombre","Bicicleta",2022,"Guanacaste","Liberia","Liberia","2.Lunes","E. Mayo","Desconocida"
"Conductor","Muerte","33","Mujer","Rural",2022,"Guanacaste","Carrillo","Belén","1.Domingo","G. Julio","De 30 a 34"
"Pasajero carro","Muerte","2","Desconocido","Rural",2022,"Guanacaste","Carrillo","Belén","1.Domingo","G. Julio","De 0 a 4"
"Motociclista","Muerte","44","Hombre","Motocicleta",2022,"Puntarenas","Puntarenas","El Roble","1.Domingo","D. Abril","De 40 a 44"
"Motociclista","Muerte","27","Hombre","Motocicleta",2022,"Cartago","Alvarado","Cervantes","4.Miércoles","G. Julio","De 25 a 29"
"Motociclista","Muerte","32","Hombre","Motocicleta",2022,"Cartago","Cartago","San Nicolás","6.Viernes","H. Agosto","De 30 a 34"
"Peatón","Muerte","59","Hombre","No aplica",2022,"Cartago","Cartago","San Nicolás","6.Viernes","H. Agosto","De 55 a 59"
"Motociclista","Muerte","35","Hombre","Motocicleta",2022,"San José","Pérez Zeledón","Daniel Flores","7.Sábado","C. Marzo","De 35 a 39"
"Conductor","Muerte","43","Hombre","Desconocido",2022,"San José","Pérez Zeledón","Platanares","3.Martes","J. Octubre","De 40 a 44"
"Peatón","Muerte","76","Hombre","No aplica",2022,"San José","Santa Ana","Pozos","6.Viernes","K. Noviembre","75 y más"
"Conductor","Muerte","62","Hombre","Taxi",2022,"San José","Alajuelita","Alajuelita","6.Viernes","D. Abril","De 60 a 64"
"Motociclista","Muerte","25","Hombre","Motocicleta",2022,"Heredia","Heredia","Ulloa","7.Sábado","K. Noviembre","De 25 a 29"
"Peatón","Muerte","52","Hombre","No aplica",2022,"San José","Pérez Zeledón","Daniel Flores","1.Domingo","J. Octubre","De 50 a 54"
"Motociclista","Muerte","29","Hombre","Motocicleta",2022,"San José","Pérez Zeledón","Daniel Flores","1.Domingo","J. Octubre","De 25 a 29"
"Pasajero moto","Muerte","22","Mujer","Motocicleta",2022,"Heredia","Heredia","Heredia","2.Lunes","K. Noviembre","De 20 a 24"
"Ciclista","Muerte","33","Hombre","Bicicleta",2022,"Alajuela","San Carlos","Pital","6.Viernes","A. Enero","De 30 a 34"
"Peatón","Muerte","Desconocido","Hombre","No aplica",2022,"Alajuela","San Carlos","Aguas Zarcas","1.Domingo","K. Noviembre","Desconocida"
"Peatón","Muerte","90","Hombre","No aplica",2022,"Alajuela","San Carlos","Aguas Zarcas","6.Viernes","K. Noviembre","75 y más"
"Motociclista","Muerte","44","Hombre","Motocicleta",2022,"Heredia","Santo Domingo","Santo Tomás","7.Sábado","I. Setiembre","De 40 a 44"
"Motociclista","Muerte","42","Hombre","Motocicleta",2022,"Alajuela","Naranjo","Cirrí Sur","2.Lunes","B. Febrero","De 40 a 44"
"Motociclista","Muerte","33","Hombre","Motocicleta",2022,"Alajuela","Zarcero","Zapote","4.Miércoles","C. Marzo","De 30 a 34"
"Conductor","Muerte","35","Hombre","Camión",2022,"Alajuela","San Carlos","Buenavista","5.Jueves","L. Diciembre","De 35 a 39"
"Pasajero carro","Muerte","58","Hombre","Desconocido",2022,"Puntarenas","Parrita","Parrita","2.Lunes","A. Enero","De 55 a 59"
"Pasajero carro","Muerte","59","Hombre","Desconocido",2022,"Puntarenas","Parrita","Parrita","2.Lunes","A. Enero","De 55 a 59"
"Conductor","Muerte","51","Hombre","Desconocido",2022,"Puntarenas","Parrita","Parrita","2.Lunes","A. Enero","De 50 a 54"
"Pasajero carro","Muerte","75","Mujer","Automóvil",2022,"Puntarenas","Quepos","Savegre","5.Jueves","J. Octubre","75 y más"
"Motociclista","Muerte","29","Hombre","Motocicleta",2022,"Alajuela","Alajuela","Río Segundo","5.Jueves","J. Octubre","De 25 a 29"
"Pasajero carro","Muerte","64","Mujer","Automóvil",2022,"Alajuela","Alajuela","Turrúcares","2.Lunes","E. Mayo","De 60 a 64"
"Conductor","Muerte","36","Hombre","Automóvil",2022,"Puntarenas","Garabito","Tárcoles","2.Lunes","B. Febrero","De 35 a 39"
"Conductor","Muerte","70","Hombre","Rural",2022,"Alajuela","San Mateo","Desmonte","6.Viernes","G. Julio","De 70 a 74"
"Pasajero carro","Muerte","22","Hombre","Rural",2022,"Alajuela","San Mateo","Desmonte","6.Viernes","G. Julio","De 20 a 24"
"Pasajero carro","Muerte","58","Hombre","Rural",2022,"Alajuela","San Mateo","Desmonte","6.Viernes","G. Julio","De 55 a 59"
"Conductor","Muerte","48","Hombre","Automóvil",2022,"Puntarenas","Garabito","Tárcoles","6.Viernes","I. Setiembre","De 45 a 49"
"Conductor","Muerte","77","Hombre","Pick up",2022,"Puntarenas","Esparza","Caldera","2.Lunes","G. Julio","75 y más"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2022,"Alajuela","San Carlos","Pital","3.Martes","B. Febrero","Desconocida"
"Conductor","Muerte","30","Mujer","Automóvil",2022,"Guanacaste","La Cruz","Santa Elena","5.Jueves","D. Abril","De 30 a 34"
"Motociclista","Muerte","26","Hombre","Motocicleta",2022,"San José","San José","San Sebastián","7.Sábado","C. Marzo","De 25 a 29"
"Motociclista","Muerte","40","Hombre","Motocicleta",2022,"San José","Montes de Oca","San Pedro","2.Lunes","L. Diciembre","De 40 a 44"
"Ciclista","Muerte","52","Hombre","Bicicleta",2022,"Puntarenas","Puerto Jiménez","Puerto Jiménez","5.Jueves","G. Julio","De 50 a 54"
