"Rol","Tipo de lesión","Edad","Sexo","Vehiculo en  el que viajaba","Año","Provincia","Cantón","Distrito","Día","Mes","Edad quinquenal"
"Ciclista","Muerte","51","Hombre","Bicicleta",2020,"Limón","Guácimo","Pocora","4.Miércoles","L. Diciembre","De 50 a 54"
"Peatón","Muerte","35","Mujer","No aplica",2020,"San José","San José","Hatillo","1.Domingo","J. Octubre","De 35 a 39"
"Ciclista","Muerte","15","Hombre","Bicicleta",2020,"Alajuela","Alajuela","Guácima","7.Sábado","H. Agosto","De 15 a 19"
"Motociclista","Muerte","26","Hombre","Motocicleta",2020,"Limón","Guácimo","Pocora","3.Martes","A. Enero","De 25 a 29"
"Motociclista","Muerte","27","Hombre","Motocicleta",2020,"Limón","Guácimo","Mercedes","5.Jueves","E. Mayo","De 25 a 29"
"Ciclista","Muerte","19","Hombre","Bicicleta",2020,"Limón","Guácimo","Guácimo","3.Martes","E. Mayo","De 15 a 19"
"Motociclista","Muerte","20","Hombre","Motocicleta",2020,"Limón","Siquirres","El Cairo","1.Domingo","G. Julio","De 20 a 24"
"Motociclista","Muerte","33","Hombre","Motocicleta",2020,"Guanacaste","Carrillo","Palmira","3.Martes","L. Diciembre","De 30 a 34"
"Pasajero moto","Muerte","Desconocido","Hombre","Motocicleta",2020,"Heredia","Belén","La Ribera","1.Domingo","J. Octubre","Desconocida"
"Pasajero carro","Muerte","32","Mujer","Automóvil",2020,"San José","Dota","Copey","2.Lunes","F. Junio","De 30 a 34"
"Motociclista","Muerte","28","Hombre","Motocicleta",2020,"Puntarenas","Buenos Aires","Buenos Aires","7.Sábado","I. Setiembre","De 25 a 29"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2020,"Puntarenas","Esparza","San Rafael","6.Viernes","J. Octubre","Desconocida"
"Pasajero carro","Muerte","28","Mujer","Rural",2020,"San José","Pérez Zeledón","San Isidro de El General","3.Martes","E. Mayo","De 25 a 29"
"Peatón","Muerte","22","Hombre","No aplica",2020,"Heredia","Sarapiquí","Puerto Viejo","1.Domingo","B. Febrero","De 20 a 24"
"Motociclista","Muerte","32","Hombre","Motocicleta",2020,"Heredia","Sarapiquí","La Virgen","3.Martes","L. Diciembre","De 30 a 34"
"Pasajero carro","Muerte","37","Hombre","Camión",2020,"Alajuela","Naranjo","San Miguel","4.Miércoles","B. Febrero","De 35 a 39"
"Peatón","Muerte","58","Mujer","No aplica",2020,"Alajuela","Palmares","Candelaria","1.Domingo","H. Agosto","De 55 a 59"
"Peatón","Muerte","56","Hombre","No aplica",2020,"Alajuela","Naranjo","Naranjo","7.Sábado","L. Diciembre","De 55 a 59"
"Conductor","Muerte","46","Hombre","Automóvil",2020,"Puntarenas","Puntarenas","Acapulco","7.Sábado","B. Febrero","De 45 a 49"
"Motociclista","Muerte","22","Hombre","Motocicleta",2020,"Puntarenas","Puntarenas","Manzanillo","1.Domingo","H. Agosto","De 20 a 24"
"Pasajero bicicleta","Muerte","Desconocido","Hombre","Bicicleta",2020,"Puntarenas","Puntarenas","El Roble","3.Martes","I. Setiembre","Desconocida"
"Motociclista","Muerte","30","Hombre","Motocicleta",2020,"Limón","Siquirres","Siquirres","7.Sábado","B. Febrero","De 30 a 34"
"Motociclista","Muerte","33","Hombre","Motocicleta",2020,"Limón","Siquirres","Siquirres","7.Sábado","B. Febrero","De 30 a 34"
"Motociclista","Muerte","35","Hombre","Motocicleta",2020,"Limón","Siquirres","Germania","6.Viernes","H. Agosto","De 35 a 39"
"Ciclista","Muerte","30","Hombre","Bicicleta",2020,"San José","Desamparados","San Juan de Dios","6.Viernes","K. Noviembre","De 30 a 34"
"Peatón","Muerte","78","Hombre","No aplica",2020,"Alajuela","San Ramón","San Isidro","4.Miércoles","C. Marzo","75 y más"
"Conductor","Muerte","49","Hombre","Rural",2020,"Alajuela","Alajuela","Alajuela","3.Martes","A. Enero","De 45 a 49"
"Ciclista","Muerte","Desconocido","Mujer","Bicicleta",2020,"Limón","Siquirres","Siquirres","3.Martes","E. Mayo","Desconocida"
"Conductor","Muerte","24","Hombre","Automóvil",2020,"Limón","Guácimo","Pocora","7.Sábado","H. Agosto","De 20 a 24"
"Ciclista","Muerte","26","Hombre","Bicicleta",2020,"Puntarenas","Puntarenas","Puntarenas","5.Jueves","D. Abril","De 25 a 29"
"Motociclista","Muerte","26","Hombre","Motocicleta",2020,"Cartago","Cartago","San Nicolás","2.Lunes","D. Abril","De 25 a 29"
"Conductor","Muerte","80","Hombre","Automóvil",2020,"San José","Tibás","Cinco Esquinas","4.Miércoles","J. Octubre","75 y más"
"Peatón","Muerte","64","Hombre","No aplica",2020,"Limón","Siquirres","Siquirres","7.Sábado","A. Enero","De 60 a 64"
"Motociclista","Muerte","30","Hombre","Motocicleta",2020,"Limón","Siquirres","Pacuarito","1.Domingo","A. Enero","De 30 a 34"
"Peatón","Muerte","63","Hombre","No aplica",2020,"Limón","Siquirres","Siquirres","5.Jueves","E. Mayo","De 60 a 64"
"Ciclista","Muerte","49","Hombre","Bicicleta",2020,"Limón","Siquirres","Siquirres","3.Martes","G. Julio","De 45 a 49"
"Peatón","Muerte","4","Mujer","No aplica",2020,"Limón","Limón","Río Blanco","2.Lunes","H. Agosto","De 0 a 4"
"Motociclista","Muerte","36","Hombre","Motocicleta",2020,"Alajuela","Orotina","La Ceiba","7.Sábado","B. Febrero","De 35 a 39"
"Pasajero moto","Muerte","Desconocido","Hombre","Motocicleta",2020,"Alajuela","Orotina","La Ceiba","7.Sábado","B. Febrero","Desconocida"
"Peatón","Muerte","66","Hombre","No aplica",2020,"Puntarenas","Corredores","Canoas","2.Lunes","K. Noviembre","De 65 a 69"
"Conductor","Muerte","67","Hombre","Automóvil",2020,"Guanacaste","Nicoya","Nosara","2.Lunes","F. Junio","De 65 a 69"
"Conductor","Muerte","68","Hombre","Pick up",2020,"San José","Dota","Santa María","7.Sábado","H. Agosto","De 65 a 69"
"Pasajero carro","Muerte","48","Mujer","Pick up",2020,"San José","Tarrazú","San Lorenzo","6.Viernes","K. Noviembre","De 45 a 49"
"Ciclista","Muerte","56","Hombre","Bicicleta",2020,"Limón","Limón","Río Blanco","4.Miércoles","K. Noviembre","De 55 a 59"
"Motociclista","Muerte","26","Hombre","Motocicleta",2020,"Cartago","Cartago","Dulce Nombre","1.Domingo","B. Febrero","De 25 a 29"
"Conductor","Muerte","47","Hombre","Desconocido",2020,"Puntarenas","Puntarenas","Chomes","2.Lunes","B. Febrero","De 45 a 49"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2020,"Puntarenas","Puntarenas","Chomes","3.Martes","H. Agosto","Desconocida"
"Ciclista","Muerte","52","Hombre","Bicicleta",2020,"Heredia","San Isidro","San Isidro","3.Martes","C. Marzo","De 50 a 54"
"Pasajero carro","Muerte","16","Mujer","Automóvil",2020,"San José","León Cortés","San Antonio","1.Domingo","I. Setiembre","De 15 a 19"
"Conductor","Muerte","43","Hombre","Vagoneta",2020,"San José","Dota","Copey","7.Sábado","L. Diciembre","De 40 a 44"
"Ciclista","Muerte","38","Hombre","Bicicleta",2020,"Heredia","Belén","La Ribera","2.Lunes","F. Junio","De 35 a 39"
"Conductor","Muerte","64","Hombre","Automóvil",2020,"Heredia","Heredia","Varablanca","2.Lunes","A. Enero","De 60 a 64"
"Motociclista","Muerte","21","Hombre","Motocicleta",2020,"Heredia","Barva","San Pablo","1.Domingo","E. Mayo","De 20 a 24"
"Pasajero carro","Muerte","37","Hombre","Automóvil",2020,"Heredia","San Pablo","Rincón de Sabanilla","6.Viernes","J. Octubre","De 35 a 39"
"Pasajero carro","Muerte","47","Hombre","Automóvil",2020,"Heredia","San Pablo","Rincón de Sabanilla","6.Viernes","J. Octubre","De 45 a 49"
"Pasajero carro","Muerte","36","Hombre","Automóvil",2020,"Heredia","San Pablo","Rincón de Sabanilla","6.Viernes","J. Octubre","De 35 a 39"
"Motociclista","Muerte","45","Hombre","Motocicleta",2020,"Heredia","San Pablo","Rincón de Sabanilla","1.Domingo","B. Febrero","De 45 a 49"
"Peatón","Muerte","65","Hombre","No aplica",2020,"Heredia","Santo Domingo","Santo Tomás","1.Domingo","L. Diciembre","De 65 a 69"
"Motociclista","Muerte","33","Hombre","Motocicleta",2020,"Alajuela","Orotina","Coyolar","2.Lunes","F. Junio","De 30 a 34"
"Conductor","Muerte","55","Hombre","Automóvil",2020,"San José","Tarrazú","San Marcos","3.Martes","I. Setiembre","De 55 a 59"
"Peatón","Muerte","34","Mujer","No aplica",2020,"Limón","Pococí","Guápiles","2.Lunes","I. Setiembre","De 30 a 34"
"Motociclista","Muerte","53","Hombre","Motocicleta",2020,"Limón","Pococí","Jiménez","7.Sábado","J. Octubre","De 50 a 54"
"Pasajero carro","Muerte","29","Hombre","Pick up",2020,"Cartago","Turrialba","Santa Cruz","2.Lunes","E. Mayo","De 25 a 29"
"Pasajero carro","Muerte","23","Hombre","Pick up",2020,"Cartago","Turrialba","Santa Cruz","2.Lunes","E. Mayo","De 20 a 24"
"Peatón","Muerte","34","Mujer","No aplica",2020,"Puntarenas","Parrita","Parrita","1.Domingo","C. Marzo","De 30 a 34"
"Motociclista","Muerte","47","Hombre","Motocicleta",2020,"Alajuela","Palmares","Buenos Aires","7.Sábado","C. Marzo","De 45 a 49"
"Conductor","Muerte","61","Hombre","Automóvil",2020,"San José","San José","Mata Redonda","4.Miércoles","K. Noviembre","De 60 a 64"
"Conductor","Muerte","37","Hombre","Rural",2020,"Alajuela","Los Chiles","El Amparo","5.Jueves","A. Enero","De 35 a 39"
"Ciclista","Muerte","11","Mujer","Bicicleta",2020,"San José","Pérez Zeledón","Platanares","2.Lunes","I. Setiembre","De 10 a 14"
"Motociclista","Muerte","20","Hombre","Motocicleta",2020,"Alajuela","San Carlos","Monterrey","5.Jueves","J. Octubre","De 20 a 24"
"Ciclista","Muerte","Desconocido","Hombre","Bicicleta",2020,"Alajuela","San Carlos","La Fortuna","1.Domingo","L. Diciembre","Desconocida"
"Motociclista","Muerte","23","Hombre","Motocicleta",2020,"Alajuela","San Carlos","La Fortuna","5.Jueves","L. Diciembre","De 20 a 24"
"Motociclista","Muerte","38","Hombre","Motocicleta",2020,"Puntarenas","Quepos","Quepos","1.Domingo","J. Octubre","De 35 a 39"
"Motociclista","Muerte","20","Hombre","Motocicleta",2020,"Puntarenas","Quepos","Savegre","3.Martes","L. Diciembre","De 20 a 24"
"Conductor","Muerte","47","Hombre","Automóvil",2020,"Limón","Matina","Batán","2.Lunes","C. Marzo","De 45 a 49"
"Motociclista","Muerte","63","Hombre","Motocicleta",2020,"San José","Montes de Oca","San Pedro","2.Lunes","G. Julio","De 60 a 64"
"Peatón","Muerte","46","Mujer","No aplica",2020,"San José","Pérez Zeledón","Daniel Flores","3.Martes","D. Abril","De 45 a 49"
"Peatón","Muerte","65","Hombre","No aplica",2020,"San José","Escazú","San Rafael","3.Martes","F. Junio","De 65 a 69"
"Motociclista","Muerte","49","Hombre","Motocicleta",2020,"Alajuela","San Carlos","Quesada","4.Miércoles","D. Abril","De 45 a 49"
"Motociclista","Muerte","21","Hombre","Motocicleta",2020,"San José","Escazú","San Rafael","7.Sábado","C. Marzo","De 20 a 24"
"Motociclista","Muerte","44","Hombre","Motocicleta",2020,"San José","Pérez Zeledón","Rivas","7.Sábado","G. Julio","De 40 a 44"
"Motociclista","Muerte","23","Hombre","Motocicleta",2020,"San José","Moravia","San Vicente","6.Viernes","C. Marzo","De 20 a 24"
"Motociclista","Muerte","36","Hombre","Motocicleta",2020,"Cartago","Cartago","Corralillo","7.Sábado","H. Agosto","De 35 a 39"
"Peatón","Muerte","64","Mujer","No aplica",2020,"San José","Santa Ana","Pozos","4.Miércoles","B. Febrero","De 60 a 64"
"Peatón","Muerte","76","Mujer","No aplica",2020,"San José","Pérez Zeledón","Daniel Flores","6.Viernes","J. Octubre","75 y más"
"Conductor","Muerte","66","Hombre","Vagoneta",2020,"Guanacaste","La Cruz","La Cruz","3.Martes","E. Mayo","De 65 a 69"
"Peatón","Muerte","44","Hombre","No aplica",2020,"Limón","Limón","Limón","1.Domingo","K. Noviembre","De 40 a 44"
"Ciclista","Muerte","56","Hombre","Bicicleta",2020,"Limón","Talamanca","Cahuita","3.Martes","L. Diciembre","De 55 a 59"
"Peatón","Muerte","51","Mujer","No aplica",2020,"Alajuela","Alajuela","Alajuela","1.Domingo","C. Marzo","De 50 a 54"
"Motociclista","Muerte","36","Hombre","Motocicleta",2020,"Cartago","Cartago","Dulce Nombre","6.Viernes","B. Febrero","De 35 a 39"
"Conductor","Muerte","70","Hombre","Automóvil",2020,"Cartago","Cartago","Dulce Nombre","5.Jueves","I. Setiembre","De 70 a 74"
"Pasajero carro","Muerte","43","Mujer","Automóvil",2020,"Cartago","Cartago","Dulce Nombre","5.Jueves","I. Setiembre","De 40 a 44"
"Pasajero carro","Muerte","32","Mujer","Automóvil",2020,"Cartago","Cartago","Dulce Nombre","5.Jueves","I. Setiembre","De 30 a 34"
"Pasajero carro","Muerte","30","Mujer","Automóvil",2020,"Cartago","Cartago","Dulce Nombre","5.Jueves","I. Setiembre","De 30 a 34"
"Pasajero carro","Muerte","13","Hombre","Automóvil",2020,"Cartago","Cartago","Dulce Nombre","5.Jueves","I. Setiembre","De 10 a 14"
"Pasajero carro","Muerte","Desconocido","Mujer","Automóvil",2020,"Cartago","Cartago","Dulce Nombre","5.Jueves","I. Setiembre","Desconocida"
"Pasajero carro","Muerte","11","Hombre","Automóvil",2020,"Cartago","Cartago","Dulce Nombre","5.Jueves","I. Setiembre","De 10 a 14"
"Motociclista","Muerte","42","Hombre","Motocicleta",2020,"San José","Desamparados","Patarrá","3.Martes","C. Marzo","De 40 a 44"
"Conductor","Muerte","47","Hombre","Desconocido",2020,"Guanacaste","Carrillo","Palmira","1.Domingo","E. Mayo","De 45 a 49"
"Motociclista","Muerte","46","Hombre","Motocicleta",2020,"Puntarenas","Parrita","Parrita","7.Sábado","L. Diciembre","De 45 a 49"
"Conductor","Muerte","80","Hombre","Rural",2020,"Alajuela","Alajuela","Guácima","4.Miércoles","E. Mayo","75 y más"
"Peatón","Muerte","80","Hombre","No aplica",2020,"Alajuela","San Carlos","Venecia","5.Jueves","A. Enero","75 y más"
"Pasajero carro","Muerte","65","Mujer","Automóvil",2020,"Alajuela","Río Cuarto","Santa Rita","2.Lunes","L. Diciembre","De 65 a 69"
"Conductor","Muerte","30","Hombre","Automóvil",2020,"Puntarenas","Quepos","Quepos","1.Domingo","D. Abril","De 30 a 34"
"Motociclista","Muerte","21","Hombre","Motocicleta",2020,"San José","Acosta","San Ignacio","2.Lunes","C. Marzo","De 20 a 24"
"Motociclista","Muerte","53","Hombre","Motocicleta",2020,"Guanacaste","La Cruz","Santa Elena","7.Sábado","C. Marzo","De 50 a 54"
"Motociclista","Muerte","35","Hombre","Motocicleta",2020,"Guanacaste","Carrillo","Palmira","7.Sábado","H. Agosto","De 35 a 39"
"Conductor","Muerte","29","Mujer","Automóvil",2020,"San José","Tibás","San Juan","2.Lunes","C. Marzo","De 25 a 29"
"Conductor","Muerte","56","Hombre","Taxi",2020,"San José","Curridabat","Curridabat","5.Jueves","C. Marzo","De 55 a 59"
"Peatón","Muerte","65","Mujer","No aplica",2020,"San José","Vázquez de Coronado","Patalillo","6.Viernes","C. Marzo","De 65 a 69"
"Motociclista","Muerte","19","Hombre","Motocicleta",2020,"Heredia","San Isidro","San José","5.Jueves","D. Abril","De 15 a 19"
"Motociclista","Muerte","19","Hombre","Motocicleta",2020,"Puntarenas","Golfito","Golfito","4.Miércoles","C. Marzo","De 15 a 19"
"Pasajero carro","Muerte","29","Mujer","Desconocido",2020,"Puntarenas","Corredores","Canoas","4.Miércoles","D. Abril","De 25 a 29"
"Peatón","Muerte","55","Hombre","No aplica",2020,"San José","Desamparados","San Rafael Arriba","5.Jueves","A. Enero","De 55 a 59"
"Ciclista","Muerte","33","Mujer","Bicicleta",2020,"San José","Escazú","San Rafael","2.Lunes","C. Marzo","De 30 a 34"
"Conductor","Muerte","36","Hombre","Automóvil",2020,"Alajuela","Atenas","Concepción","3.Martes","F. Junio","De 35 a 39"
"Pasajero moto","Muerte","26","Mujer","Motocicleta",2020,"Alajuela","Orotina","Hacienda Vieja","6.Viernes","L. Diciembre","De 25 a 29"
"Motociclista","Muerte","44","Hombre","Motocicleta",2020,"Heredia","Heredia","Ulloa","6.Viernes","K. Noviembre","De 40 a 44"
"Conductor","Muerte","49","Hombre","Taxi",2020,"Heredia","Sarapiquí","Las Horquetas","7.Sábado","C. Marzo","De 45 a 49"
"Motociclista","Muerte","56","Hombre","Motocicleta",2020,"Alajuela","San Carlos","Pocosol","6.Viernes","K. Noviembre","De 55 a 59"
"Ciclista","Muerte","26","Mujer","Bicicleta",2020,"San José","Desamparados","San Juan de Dios","5.Jueves","E. Mayo","De 25 a 29"
"Peatón","Muerte","25","Hombre","No aplica",2020,"Heredia","Heredia","Ulloa","2.Lunes","C. Marzo","De 25 a 29"
"Motociclista","Muerte","24","Hombre","Motocicleta",2020,"Cartago","La Unión","San Ramón","2.Lunes","B. Febrero","De 20 a 24"
"Pasajero carro","Muerte","24","Mujer","Automóvil",2020,"San José","Escazú","San Rafael","3.Martes","C. Marzo","De 20 a 24"
"Pasajero carro","Muerte","39","Hombre","Camión",2020,"Alajuela","San Carlos","Venecia","7.Sábado","A. Enero","De 35 a 39"
"Ciclista","Muerte","25","Hombre","Bicicleta",2020,"Alajuela","San Carlos","Florencia","2.Lunes","F. Junio","De 25 a 29"
"Pasajero carro","Muerte","40","Mujer","Automóvil",2020,"Alajuela","San Carlos","Aguas Zarcas","1.Domingo","H. Agosto","De 40 a 44"
"Motociclista","Muerte","28","Hombre","Motocicleta",2020,"San José","Vázquez de Coronado","San Rafael","7.Sábado","B. Febrero","De 25 a 29"
"Conductor","Muerte","27","Hombre","Automóvil",2020,"Puntarenas","Garabito","Jacó","2.Lunes","B. Febrero","De 25 a 29"
"Peatón","Muerte","64","Mujer","No aplica",2020,"San José","Pérez Zeledón","Daniel Flores","6.Viernes","J. Octubre","De 60 a 64"
"Motociclista","Muerte","58","Hombre","Motocicleta",2020,"San José","Pérez Zeledón","San Isidro de El General","5.Jueves","B. Febrero","De 55 a 59"
"Pasajero moto","Muerte","54","Hombre","Motocicleta",2020,"San José","Pérez Zeledón","Daniel Flores","1.Domingo","C. Marzo","De 50 a 54"
"Ciclista","Muerte","27","Hombre","Bicicleta",2020,"San José","Pérez Zeledón","Daniel Flores","4.Miércoles","H. Agosto","De 25 a 29"
"Motociclista","Muerte","23","Hombre","Motocicleta",2020,"Puntarenas","Osa","Piedras Blancas","2.Lunes","L. Diciembre","De 20 a 24"
"Ciclista","Muerte","59","Hombre","Bicicleta",2020,"Cartago","Turrialba","Turrialba","2.Lunes","H. Agosto","De 55 a 59"
"Pasajero carro","Muerte","40","Mujer","Pick up",2020,"Cartago","Turrialba","Chirripó","4.Miércoles","J. Octubre","De 40 a 44"
"Peatón","Muerte","39","Hombre","No aplica",2020,"Guanacaste","Carrillo","Filadelfia","4.Miércoles","F. Junio","De 35 a 39"
"Peatón","Muerte","Desconocido","Mujer","No aplica",2020,"Limón","Limón","Limón","6.Viernes","A. Enero","Desconocida"
"Motociclista","Muerte","85","Hombre","Motocicleta",2020,"Limón","Talamanca","Cahuita","2.Lunes","F. Junio","75 y más"
"Motociclista","Muerte","34","Hombre","Motocicleta",2020,"Heredia","Sarapiquí","La Virgen","7.Sábado","A. Enero","De 30 a 34"
"Pasajero carro","Muerte","Desconocido","Hombre","Pick up",2020,"Heredia","Sarapiquí","Llanuras del Gaspar","5.Jueves","B. Febrero","Desconocida"
"Motociclista","Muerte","13","Hombre","Motocicleta",2020,"Heredia","Sarapiquí","La Virgen","7.Sábado","J. Octubre","De 10 a 14"
"Motociclista","Muerte","35","Hombre","Motocicleta",2020,"Heredia","Sarapiquí","Las Horquetas","7.Sábado","K. Noviembre","De 35 a 39"
"Motociclista","Muerte","36","Hombre","Motocicleta",2020,"Limón","Pococí","Roxana","1.Domingo","J. Octubre","De 35 a 39"
"Ciclista","Muerte","45","Hombre","Bicicleta",2020,"Limón","Pococí","Cariari","3.Martes","K. Noviembre","De 45 a 49"
"Motociclista","Muerte","34","Hombre","Motocicleta",2020,"Alajuela","Guatuso","Katira","7.Sábado","A. Enero","De 30 a 34"
"Motociclista","Muerte","23","Mujer","Motocicleta",2020,"Alajuela","Upala","Aguas Claras","5.Jueves","D. Abril","De 20 a 24"
"Conductor","Muerte","Desconocido","Hombre","Automóvil",2020,"Alajuela","Los Chiles","Los Chiles","6.Viernes","A. Enero","Desconocida"
"Motociclista","Muerte","35","Hombre","Motocicleta",2020,"Alajuela","San Carlos","La Fortuna","1.Domingo","G. Julio","De 35 a 39"
"Motociclista","Muerte","23","Mujer","Motocicleta",2020,"Puntarenas","Puntarenas","Chomes","1.Domingo","A. Enero","De 20 a 24"
"Ciclista","Muerte","36","Hombre","Bicicleta",2020,"Limón","Pococí","Rita","1.Domingo","C. Marzo","De 35 a 39"
"Motociclista","Muerte","47","Hombre","Motocicleta",2020,"Limón","Pococí","Guápiles","2.Lunes","I. Setiembre","De 45 a 49"
"Motociclista","Muerte","33","Hombre","Motocicleta",2020,"Limón","Pococí","Cariari","7.Sábado","K. Noviembre","De 30 a 34"
"Peatón","Muerte","46","Hombre","No aplica",2020,"Alajuela","Valverde Vega","Sarchí Norte","2.Lunes","E. Mayo","De 45 a 49"
"Conductor","Muerte","42","Hombre","Pick up",2020,"Puntarenas","Osa","Puerto Cortés","1.Domingo","E. Mayo","De 40 a 44"
"Peatón","Muerte","62","Mujer","No aplica",2020,"Puntarenas","Osa","Piedras Blancas","2.Lunes","G. Julio","De 60 a 64"
"Ciclista","Muerte","52","Hombre","Bicicleta",2020,"Puntarenas","Osa","Sierpe","1.Domingo","C. Marzo","De 50 a 54"
"Conductor","Muerte","31","Hombre","Automóvil",2020,"Puntarenas","Osa","Puerto Cortés","2.Lunes","K. Noviembre","De 30 a 34"
"Conductor","Muerte","31","Hombre","Rural",2020,"San José","Vázquez de Coronado","Dulce Nombre de Jesús","2.Lunes","L. Diciembre","De 30 a 34"
"Pasajero carro","Muerte","30","Hombre","Rural",2020,"San José","Vázquez de Coronado","Dulce Nombre de Jesús","2.Lunes","L. Diciembre","De 30 a 34"
"Motociclista","Muerte","44","Mujer","Motocicleta",2020,"Alajuela","Guatuso","Buenavista","2.Lunes","J. Octubre","De 40 a 44"
"Conductor","Muerte","27","Mujer","Automóvil",2020,"Guanacaste","Carrillo","Filadelfia","1.Domingo","F. Junio","De 25 a 29"
"Motociclista","Muerte","27","Hombre","Motocicleta",2020,"Guanacaste","Carrillo","Filadelfia","1.Domingo","G. Julio","De 25 a 29"
"Conductor","Muerte","36","Mujer","Automóvil",2020,"Guanacaste","La Cruz","Santa Elena","6.Viernes","G. Julio","De 35 a 39"
"Pasajero carro","Muerte","35","Mujer","Automóvil",2020,"Puntarenas","Osa","Bahía Ballena","5.Jueves","G. Julio","De 35 a 39"
"Conductor","Muerte","35","Hombre","Automóvil",2020,"Puntarenas","Osa","Palmar","1.Domingo","J. Octubre","De 35 a 39"
"Motociclista","Muerte","18","Hombre","Motocicleta",2020,"Cartago","Cartago","San Nicolás","2.Lunes","K. Noviembre","De 15 a 19"
"Pasajero carro","Muerte","31","Hombre","Pick up",2020,"Cartago","El Guarco","San Isidro","6.Viernes","C. Marzo","De 30 a 34"
"Ciclista","Muerte","26","Hombre","Bicicleta",2020,"Cartago","Paraíso","Llanos de Santa Lucía","6.Viernes","H. Agosto","De 25 a 29"
"Conductor","Muerte","28","Hombre","Automóvil",2020,"Limón","Pococí","Rita","1.Domingo","L. Diciembre","De 25 a 29"
"Motociclista","Muerte","Desconocido","Hombre","Motocicleta",2020,"Limón","Pococí","Rita","4.Miércoles","L. Diciembre","Desconocida"
"Pasajero moto","Muerte","49","Mujer","Motocicleta",2020,"Guanacaste","Abangares","Las Juntas","2.Lunes","C. Marzo","De 45 a 49"
"Ciclista","Muerte","55","Hombre","Bicicleta",2020,"Alajuela","San Carlos","Pocosol","4.Miércoles","I. Setiembre","De 55 a 59"
"Conductor","Muerte","37","Hombre","Automóvil",2020,"Alajuela","Atenas","Atenas","1.Domingo","E. Mayo","De 35 a 39"
"Motociclista","Muerte","27","Hombre","Motocicleta",2020,"San José","Escazú","Escazú","6.Viernes","F. Junio","De 25 a 29"
"Ciclista","Muerte","34","Mujer","Bicicleta",2020,"Limón","Talamanca","Bratsi","3.Martes","B. Febrero","De 30 a 34"
